,rating,price,phone,id,review_count,name,url,latitude,longitude,address1,address2,address3,city,state,zip_code,country
71,4.5,,(617) 531-5591,HsKe3Y-Glm5xPGDwMBE1mg,191,Chickadee,https://www.yelp.com/biz/chickadee-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3442600048014,-71.0309400781989,21 Drydock Ave,,,Boston,MA,2210,US
72,4.0,$$,(617) 262-2424,47IRTOlC4kjAf1aFKLZDdA,507,Bleacher Bar,https://www.yelp.com/biz/bleacher-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3469855442944,-71.096686816461,82 Lansdowne St,,Fenway Park,Boston,MA,2228,US
73,3.5,$$,(617) 437-9999,7bq2nCYCPuvI5o2GCFRAeg,714,Bukowski Tavern,https://www.yelp.com/biz/bukowski-tavern-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34726832024,-71.085402407346,50 Dalton St,,,Boston,MA,2115,US
74,4.5,$$,(617) 348-1230,9uYa1bl3ajS0R9bRraNkbw,201,Tradesman Coffee Shop & Lounge,https://www.yelp.com/biz/tradesman-coffee-shop-and-lounge-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35738,-71.05345,58 Batterymarch St,,,Boston,MA,2110,US
75,4.0,$$,(617) 338-5656,2v0-gBcXethuNFT6rMGiRw,456,Mr. Dooley's,https://www.yelp.com/biz/mr-dooleys-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35766436405488,-71.0536407,77 Broad St,,,Boston,MA,2109,US
76,4.0,$$,(617) 863-8363,-S_m_GBqkGEjABeO0FaxzA,576,State Street Provisions,https://www.yelp.com/biz/state-street-provisions-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35944,-71.05113,255 State St,,Long Wharf,Boston,MA,2109,US
77,4.0,$$,(617) 823-4478,MkjhW1dVbl3e0AxBL0oXKw,527,Ward 8,https://www.yelp.com/biz/ward-8-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.36539415717367,-71.05864932949228,90 N Washington St,,,Boston,MA,2113,US
78,4.0,$$,(617) 904-2748,u21_m6mewRV6pTMn9DCosA,548,City Tap House,https://www.yelp.com/biz/city-tap-house-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3499185,-71.0470911,10 Boston Wharf Rd,,,Boston,MA,2210,US
81,4.0,$$,(617) 227-7100,ZrSNKHiKK_PBB6UHx22FaA,419,21st Amendment,https://www.yelp.com/biz/21st-amendment-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.358355,-71.062686,150 Bowdoin Sq,,,Boston,MA,2108,US
82,4.0,$$,(617) 266-5088,EYMC8NHn6U-4WpLo54dQtw,410,Anchovies,https://www.yelp.com/biz/anchovies-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.343939,-71.077598,433 Columbus Ave,,,Boston,MA,2116,US
83,3.5,$$,(617) 227-2098,uCJqYrBSITSrJBHyMPznwg,1000,The Bell In Hand,https://www.yelp.com/biz/the-bell-in-hand-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.361215013631,-71.0569801166266,45 Union St,,,Boston,MA,2108,US
84,4.0,$$,(617) 720-1336,ysxXehAKCjN137hnfpn6yA,547,Trattoria Il Panino,https://www.yelp.com/biz/trattoria-il-panino-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3639326,-71.0545565,280 Hanover St,,,Boston,MA,2113,US
85,3.5,$$,(617) 236-4083,n4XrNsqY2Oi1DB7-2hJzTw,859,Yard House,https://www.yelp.com/biz/yard-house-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34530253259177,-71.10031782385379,126 Brookline Ave,,,Boston,MA,2215,US
86,4.5,$,(617) 654-9944,GW-qF7xopcwSeQah6Yvtnw,265,Biddy Early's,https://www.yelp.com/biz/biddy-earlys-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35465,-71.05374,141 Pearl St,,,Boston,MA,2110,US
87,3.5,$$,(617) 536-1100,QULve82crMjaNkgfqfjl2Q,721,Darryl's Corner Bar & Kitchen,https://www.yelp.com/biz/darryls-corner-bar-and-kitchen-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.33976,-71.08241,604 Columbus Ave,,,Boston,MA,2118,US
88,3.5,$$,(617) 227-9605,JwJa6nY_wlZEjagVleWQ-Q,1041,Cheers,https://www.yelp.com/biz/cheers-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35590676361444,-71.07125197587875,84 Beacon St,,,Boston,MA,2108,US
89,3.5,$$,(617) 450-9000,WESPiF4WcuAYb_r6N4SqgQ,682,Citizen Public House & Oyster Bar,https://www.yelp.com/biz/citizen-public-house-and-oyster-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3442,-71.09795,1310 Boylston St,,,Boston,MA,2215,US
90,3.5,$$,(617) 357-5825,Go8U9oJd4CfpO1ik4Z8iKA,643,Lucky's Lounge,https://www.yelp.com/biz/luckys-lounge-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35020568362159,-71.04844640199286,355 Congress St,,,Boston,MA,2210,US
91,4.0,$$,(617) 787-1117,FioFvBhgVPV2dZW3mxjxQQ,535,Lulu's Allston,https://www.yelp.com/biz/lulus-allston-boston-4?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3550647,-71.1341649,421 Cambridge St,,,Boston,MA,2134,US
93,5.0,$$,(617) 269-0497,KeC3GrFHGRl-vRT8LIuB3g,108,GrandTen Distilling,https://www.yelp.com/biz/grandten-distilling-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3350791931152,-71.0572052001953,383 Dorchester Ave,,,Boston,MA,2127,US
94,4.0,$$,(617) 247-1500,lsqYQYGfpe25wUZk9Wybwg,217,The Elephant Walk,https://www.yelp.com/biz/the-elephant-walk-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34116,-71.070578,1415 Washington St,,,Boston,MA,2118,US
95,4.0,$$,(617) 936-3930,QFEEm3joTWU5ZF4suCuRPQ,477,Five Horses Tavern,https://www.yelp.com/biz/five-horses-tavern-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3417445441842,-71.0805253552637,535 Columbus Ave,,,Boston,MA,2118,US
96,4.0,$$,(617) 424-1260,sqr1T-KLQ7ED49SlAEx49w,403,SOJUba,https://www.yelp.com/biz/sojuba-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3452636,-71.0963814,1265 Boylston St,,,Boston,MA,2215,US
97,4.5,$$,(617) 337-5191,wxe0Hxxhv4FQtI8EvrgReA,235,Monument Restaurant & Tavern,https://www.yelp.com/biz/monument-restaurant-and-tavern-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3769209851841,-71.0660490700896,251 Main St,,,Boston,MA,2129,US
98,4.0,$$,(617) 338-5258,zZ7roMv_c8R4slTMPPdkng,330,Delux Caf�,https://www.yelp.com/biz/delux-caf%C3%A9-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34628,-71.07289,100 Chandler St,,,Boston,MA,2116,US
99,4.0,$$$,(617) 766-8630,7LYzR3mMr0GLEItUxyWY7Q,254,Fox And The Knife,https://www.yelp.com/biz/fox-and-the-knife-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34276,-71.05645,28 W Broadway,,,Boston,MA,2127,US
100,4.0,$$,(617) 262-5555,kOqVXdqRzWIEK7XiQWxmJQ,277,Corner Tavern,https://www.yelp.com/biz/corner-tavern-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35016,-71.0894299,421 Marlborough St,,,Boston,MA,2115,US
101,3.5,$$,,pgb_V3Wk56X5HK1NfLFgcw,747,The Black Rose,https://www.yelp.com/biz/the-black-rose-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3594142632159,-71.0536410447498,160 State St,,,Boston,MA,2109,US
102,4.0,$$$,(857) 239-8064,ZAV8c9iGKV8zWHxOpTxdYQ,408,Select Oyster Bar,https://www.yelp.com/biz/select-oyster-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34861,-71.08411,50 Gloucester St,,,Boston,MA,2115,US
103,4.0,$$,(617) 367-2824,ElOE7WzFMX8aMS_hkqtX_w,377,Parla,https://www.yelp.com/biz/parla-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3632455,-71.0552327,230 Hanover St,,,Boston,MA,2113,US
104,3.5,$$,(617) 277-9200,bMcozrCMkppinCDu0C5ueA,556,Penguin Pizza,https://www.yelp.com/biz/penguin-pizza-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3340617633654,-71.1054841064522,735 Huntington Ave,,,Boston,MA,2115,US
105,4.0,$$,(857) 233-4094,iiDu_dHw-uB6kR_hVthKEw,403,Jaho Coffee Roaster & Wine Bar,https://www.yelp.com/biz/jaho-coffee-roaster-and-wine-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35183,-71.06322,665 Washington St,,,Boston,MA,2116,US
106,4.0,$$,(617) 622-5700,cwUUnKCZs8Zild6n2uwiSA,228,Publico Street Bistro & Garden,https://www.yelp.com/biz/publico-street-bistro-and-garden-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3372,-71.04375,11 Dorchester St,,,Boston,MA,2127,US
107,4.0,$$$,(617) 742-9200,25DUwcQq4ywNMivBjig2Rg,517,Lucca Restaurant & Bar,https://www.yelp.com/biz/lucca-restaurant-and-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3631864,-71.0550955,226 Hanover St,,,Boston,MA,2113,US
109,3.5,$$,(617) 227-6637,7kCMcEEKXqItFv5m0-Yj4g,672,Rabia's,https://www.yelp.com/biz/rabias-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3634387941792,-71.0557895214959,73 Salem St,,,Boston,MA,2113,US
112,3.5,$$,(617) 367-2353,91aDQQV8_OdFC6WIHq4gng,608,Lucia Ristorante,https://www.yelp.com/biz/lucia-ristorante-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3655959453319,-71.0527254227018,415 Hanover St,,,Boston,MA,2113,US
113,3.5,$$,(617) 867-0600,XgJWwSXomuSblxFBE-AxpA,464,Petit Robert Bistro,https://www.yelp.com/biz/petit-robert-bistro-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34283,-71.07858,480 Columbus Ave,,,Boston,MA,2118,US
114,3.5,$$,(617) 345-0005,q57nAhieOJtH1wsXhci0Nw,468,"Pastoral - Artisan Pizza, Kitchen & Bar",https://www.yelp.com/biz/pastoral-artisan-pizza-kitchen-and-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35026,-71.04895,345 Congress St,Fort Point,,Boston,MA,2210,US
116,3.5,$$,(617) 692-8888,DrfWREMxP-0JCt5Pz8_sUQ,413,Legal Sea Foods - Downtown Crossing,https://www.yelp.com/biz/legal-sea-foods-downtown-crossing-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35366747216745,-71.06215632698884,558 Washington St,,,Boston,MA,2111,US
118,3.5,$$,(617) 338-8686,0s8iv660dB30pHK4W1r6KA,515,Genki Ya - Boston,https://www.yelp.com/biz/genki-ya-boston-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3512381908724,-71.0646977122882,232 Tremont St,,,Boston,MA,2116,US
120,3.5,$$,(617) 367-0055,6sM4hFHheaRNwsd74wplEw,529,The Green Dragon Tavern,https://www.yelp.com/biz/the-green-dragon-tavern-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.361437,-71.056799,11 Marshall St,,,Boston,MA,2108,US
121,3.5,$$,(617) 523-2727,IjshhPQwClaUK1v7z_7CpQ,470,Harvard Gardens,https://www.yelp.com/biz/harvard-gardens-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3609451,-71.0688988,316 Cambridge St,,,Boston,MA,2114,US
122,3.5,$$,(617) 568-2811,jGennaZUr2MsJyRhijNBfA,480,Legal Sea Foods,https://www.yelp.com/biz/legal-sea-foods-boston-69?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.36661360416207,-71.01660869999999,1 Harborside Dr,Logan Airport Terminal B,,Boston,MA,2128,US
123,4.5,$$,(617) 936-3079,LCFZDAaLRpmaidikraTWiw,155,Stillwater,https://www.yelp.com/biz/stillwater-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35221,-71.05905,120 Kingston St,,,Boston,MA,2111,US
124,3.5,$$$,(617) 266-7775,Rr7rhulFCpGvO341g-EWVg,590,Legal Sea Foods,https://www.yelp.com/biz/legal-sea-foods-boston-32?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34715558216251,-71.07737770204065,100 Huntington Ave,,Copley Place,Boston,MA,2116,US
125,4.0,$$,(617) 375-9663,R7peDyHzKTGilwo_1fjt3g,296,Woody's Grill and Tap,https://www.yelp.com/biz/woodys-grill-and-tap-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.344859,-71.089571,58 Hemenway St,,,Boston,MA,2115,US
126,4.5,$$$,(617) 208-6000,VORWx6jgDlWDMv1eXks7PQ,165,haley.henry wine bar,https://www.yelp.com/biz/haley-henry-wine-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.357031032443,-71.0599699616432,45 Province St,,,Boston,MA,2108,US
127,4.0,$,(617) 903-3110,RJfovzPhmdt-pYHnFboM8w,395,The Avenue,https://www.yelp.com/biz/the-avenue-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35017,-71.132128,1249 Commonwealth Ave,,,Boston,MA,2134,US
128,4.0,$$,(617) 421-1910,cqQfX8bDkR-7Ijh8JMtqJg,208,Audubon Boston,https://www.yelp.com/biz/audubon-boston-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.347459,-71.10323,838 Beacon St,,,Boston,MA,2215,US
129,3.5,$$$,(617) 451-1234,biYgFkftCPue7g3upflUOg,556,Trade,https://www.yelp.com/biz/trade-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35365192935036,-71.05331608102037,540 Atlantic Ave,,,Boston,MA,2110,US
130,4.0,$$,(617) 742-8565,n6iTeADfaVagZjsoZZ631A,339,Emmet's Irish Pub & Restaurant,https://www.yelp.com/biz/emmets-irish-pub-and-restaurant-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3582161,-71.0612726,6 Beacon St,,,Boston,MA,2108,US
131,4.0,$$,(617) 208-8925,eTTnOUoAhbv65vcApwhTgQ,249,Hopewell Bar & Kitchen,https://www.yelp.com/biz/hopewell-bar-and-kitchen-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3498153686523,-71.1334228515625,1277 Commonwealth Ave,,,Boston,MA,2134,US
132,4.0,$$$$,(617) 585-9575,Uh-vmfKAZAhSeauShT0UEQ,194,Asta,https://www.yelp.com/biz/asta-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3498513,-71.0891662,47 Massachusetts Ave,,,Boston,MA,2115,US
133,4.5,$,(617) 542-7080,tCPxYdZVbsDooH3DQsNLqQ,147,The Corner Pub,https://www.yelp.com/biz/the-corner-pub-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35076,-71.05837,162 Lincoln St,,,Boston,MA,2111,US
134,3.5,$$,(617) 556-4211,c0d6MwDQGkt4sBLVFQCaMw,382,Banyan Bar + Refuge,https://www.yelp.com/biz/banyan-bar-refuge-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3443506311372,-71.0719006607358,553 Tremont St,,,Boston,MA,2116,US
135,3.5,$$,,9XovFXshYZEqA-4v2mzh6g,413,The Squealing Pig,https://www.yelp.com/biz/the-squealing-pig-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3347264719514,-71.102044028064,134 Smith St,,,Boston,MA,2120,US
136,4.0,$$,(617) 261-7427,tXiS82voSqoBACDxv1uDTw,315,The Smoke Shop BBQ - Seaport,https://www.yelp.com/biz/the-smoke-shop-bbq-seaport-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3506141,-71.0493611,343 Congress St,,,Boston,MA,2210,US
137,3.5,$$$,(617) 371-1176,PBt_sana68L9ZjgQzeJ7zw,666,Ristorante Fiore,https://www.yelp.com/biz/ristorante-fiore-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3635822,-71.0549324,250 Hanover St,,,Boston,MA,2113,US
138,3.5,$$,(617) 449-7110,CWqL2TEq_V9tipCj-X-GoQ,664,Granary Tavern,https://www.yelp.com/biz/granary-tavern-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.358785,-71.052531,170 Milk St,,,Boston,MA,2109,US
139,3.5,$$$,(617) 345-3992,4jkGZhbMPUg3Talazishtg,611,Strega Italiano - Seaport,https://www.yelp.com/biz/strega-italiano-seaport-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.353326,-71.045023,One Marina Park Dr,,56 Northern Ave On GPS,Boston,MA,2210,US
140,4.0,$$,(617) 624-0454,vQNe7TD_QDpGtGbkaAqi8Q,361,Bacco,https://www.yelp.com/biz/bacco-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3641777038574,-71.0553817749023,107 Salem St,,,Boston,MA,2113,US
141,3.5,$$,(617) 338-0188,FYgNCaNNS8-75rYdq7YvhQ,634,Crave Chinatown ,https://www.yelp.com/biz/crave-chinatown-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3502805,-71.0607747,75 Kneeland St,,,Boston,MA,2111,US
142,4.0,$$,(617) 752-4206,Y7B9tTmHPXgNwu5SRGtgtQ,357,Worden Hall,https://www.yelp.com/biz/worden-hall-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3427610900378,-71.0568092748732,22 W Broadway,,,Boston,MA,2127,US
143,4.0,$$,(617) 728-9101,W62OJx5O8xwno-Dn3EuqJw,225,JJ Foleys Cafe,https://www.yelp.com/biz/jj-foleys-cafe-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.343677086047,-71.06528268220413,117 E Berkeley St,,,Boston,MA,2118,US
144,3.5,,(617) 568-2800,_AdH5pwUVgCLHVlSiNvhbw,379,Legal Sea Foods - Logan Airport Terminal C,https://www.yelp.com/biz/legal-sea-foods-logan-airport-terminal-c-boston-5?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.36661371208692,-71.01660869999999,1 Harborside Dr,Logan Airport Terminal C,,Boston,MA,2128,US
145,4.0,$$,(617) 227-0295,273RUO7c-9nYNqIIVdVkjw,309,Stanza Dei Sigari,https://www.yelp.com/biz/stanza-dei-sigari-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3642073,-71.0542421,292 Hanover St,,,Boston,MA,2113,US
146,4.5,$$,(617) 542-5555,V_6rG2oL56DVDIKPWnZ41A,120,French Quarter,https://www.yelp.com/biz/french-quarter-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3538514201836,-71.0625303627357,545 Washington St,,,Boston,MA,2111,US
148,3.5,$$$$,(617) 456-5300,3K13iIrTbHmV-qpvz8C7Ew,335,Strega Italiano - Back Bay,https://www.yelp.com/biz/strega-italiano-back-bay-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.351075935709225,-71.07010270913861,64 Arlington St,,Boston Park Plaza,Boston,MA,2116,US
